category,last_replier,poster,replies,text,topic,views
Previous competitions,MWid,,19,"A new competition on Bonsai Empire is organized, and you are all invited to participate!

Why?
To celebrate the launch of Harry Harrington's new book, Bonsai Inspirations 2. His book shows the...",,17.5k
Previous competitions,harry harrington,,4,"Better be quick... Only 4 days to go until the competition closes :)

Regards
Oscar",,2598
Previous competitions,Leslie,,5,"Hi all,

Bonsai Empire is about to turn 11, something that is celebrated with all of you!

We are organizing a small contest, with prizes including a Bonsai toolset. The contest starts as off now:...",,13.1k
Previous competitions,hank,harry harrington,12,"Firstly, many thanks to all of you who took the time to enter the competition and make it such a pleasure to judge.

I have managed to reduce the huge number of entries down to a shortlist of just 5;...",,8853
Previous competitions,hank,,21,"This is the place to submit your entries for the Bonsai Inspiration competition! Not the place to discuss the contest or the entries.

For information about the contest and its rules, see:...",,16.7k
Previous competitions,Youri1995,,14,"The winner of the contest has been announced!

Check it on: http://www.bonsaiempire.com/contest",,7103
Previous competitions,MWid,,19,"A new competition on Bonsai Empire is organized, and you are all invited to participate!

Why?
To celebrate the launch of Harry Harrington's new book, Bonsai Inspirations 2. His book shows the...",,17.5k
Previous competitions,harry harrington,,4,"Better be quick... Only 4 days to go until the competition closes :)

Regards
Oscar",,2598
Previous competitions,Leslie,,5,"Hi all,

Bonsai Empire is about to turn 11, something that is celebrated with all of you!

We are organizing a small contest, with prizes including a Bonsai toolset. The contest starts as off now:...",,13.1k
General,Youri1995,Youri1995,7,"Hi everyone,

After some hard work, I can finally let you read my new articles: &quot;Bonsai potters in Europe&quot; and &quot;Bonsai potters in North America and South America&quot;, featuring the most important bonsai...",New articles online!,7856
General,Pinkham,Pinkham,5,"Spring is here. Time to assess the casualties of winter. Although I check on my trees every few days throughout the winter,trees still die. I have learned to accept it. All of my established trees...",winter damage,7656
General,MWid,iwpatric,14,"Hello all,

I just joined this wonderful site. Kudos to the creator - simple, elegant, easy to navigate... must be the bonsai!

Anyways I've been a neophyte far too long in bonsai. Our house when I...",New here. Tree Pics!,9896
General,Youri1995,Youri1995,8,"Hello everyone,

I need to do a big project for school. This project needs to be an investigation (testing something, don't know how you say it in English) where you need to show your experience and...",Bonsai school project,10.7k
General,Pinkham,,5,"Its getting colder here; Im just being curious about how you all protect your trees from freezing temperatures?

Most trees stay outside for me, dug in or put in bigger pots for example.",Wintercare for Bonsai,10.6k
General,Pinkham,Pinkham,12,"This is why I have a love/hate relationship with winter. The tree is dormant and needs virtually no care..so I hate it...but, since the tree is bare you can see where it needs work, so I kind of love...",bare branches.,12.7k
General,Leslie,,1,"Hi all!

I'd like to take this opportunity to thank you all. Thank you for your efforts and input last year to make this forum rock!

I hope 2012 will be as great as 2011 was to our bonsai forum. Of...",Merry Christmas and a Bonsai-2012!,10.2k
General,manofthetrees,manofthetrees,2,"i had these pics on my camera and they didn't fit with any of my other posts so...

[image]...[image]

this is my only mame, its a hedge seedling...",some pics n stuff,10.3k
General,Leslie,Leslie,4,,Bonsai Pots,10.2k
General,bobalobabingbong,bobalobabingbong,4,"Hello everyone. I'm new to this art. I purchased my first bonsai tree, a brush cherry, 2 days ago. I'm very excited and when I was looking around for information on the care and whatnot I found this...",Hello! New to bonsai!,10.3k
General,MWid,Pinkham,4,Today I had to go to Home depot for screen for a door. While I was there I noticed the outdoor garden area was open. I wandered through and found this dwarf mugo pine. You can't see it yet but it has...,Mugo pine,7780
General,Pinkham,Bill,2,"http://www.amazon.com/Bonsai-Boys-Juniper-Cascade-Style/dp/B002C6GOZ0/ref=sr_1_1?ie=UTF8&amp;qid=1332181232&amp;sr=8-1

Hello I am new here. How difficult would the above bonasi be to maintain.",Cascade bonsai,7745
General,Youri1995,Pinkham,1,"hey guys and girls,
Yesterday I found out that a beginner bonsai workshop is being held at a great nursery very close to my house. I am going to attend. I have never met another bonsai...",Bonsai workshop.,10.4k
General,Pinkham,,1,"Hi all!

I need your advice.

Right now the Bonsai Care section of this site (see top menu) consists of 9 pages and a subsection with tree species. Like this:

Bonsai Care


* - watering

* - fertilizing...",Bonsai care category,10.3k
General,Youri1995,beeabee,2,I am very new to bonsai growing. Have had a small Fukian tree for nearly two years and it is still looking happy which for me is good. Got a Cham Obtusa Morei a couple months ago and it is still...,About me,10.5k
General,Leslie,Leslie,15,,Erodium reichardii / Cranesbill ~ Accent Plant,14.9k
General,Pinkham,Pinkham,2,"Here are a few pictures of my trees taken this morning after it snowed a little.
I won't start a new topic for each tree, I'll just post them all here.
#1 is my sourwood tree.
#2 is my Eastern redbud....",Dormant trees.,10.7k
General,Leslie,Youri1995,10,"Hello everyone,

I've a pot (for group planting) which has a pot signature underneath it. Someone know from which potter this is? It was an expensive pot, and I'm curious who've made this.

Maybe...",bonsai pot signature,13.7k
General,Youri1995,Shane,2,"Hi im trying to start doing Bonsai, i live Adelaide South Australia And i really want help on what Tree's here in Adelaide Are suitable for Bonsai ??? Any help Would be Great...:)",New to Bonsai,10.3k
General,chrisv,Pinkham,26,"I think this question has been asked already but I'm asking it again. :P
How many trees do you have in your collection? Counting all of your trees, not just &quot;finished&quot;.
The reason I ask is because...",How many trees do you have.,8854
General,manofthetrees,le_beetle,2,"Does anyone know or can help determine the value of the bonsai attached please?

Description: Rare 5 way cascading juniper bonsai, over 20 years old.

Any thoughts are welcomed!

Thank you.",How much would this bonsai be?,4387
General,manofthetrees,,5,"howdy y'all

i was doing some garden maitenance this weekend and was pruning my blue rug junipers (juniperus horizontalis) and found it to be rooting on the branches into the mulch :woohoo: . i was...",bunches of free trees,4702
General,Youri1995,Axioq,3,"Is there any movies/animes that involve bonsai? Not like the karate kid i mean like a movie that focuses on bonsai as the main plot?

foreign film suggestions welcome",Bonsai Movie?,4600
General,James May,James May,6,"I recently purchased/created some new bonsai trees. I am now up to 5 trees, and I finally feel like a real bonsai enthusiast! Here is my collection thus far...

Juniper Procumbens in training

My...",New Trees!,4718
General,MWid,MWid,6,"Haha hey guys. So my girlfriend really likes frangipani, it her favourite flower, so I decided to try and make a bonsai out of one. This is just a cutting from the garden that im growing in a small...",Frangipani Bonsai? Why not..,13k
General,Youri1995,James May,9,"Hello everyone. My name is James and I am new to Bonsai Empire. I have been into bonsai casually for about 2 years now. I dont know much, but I am trying to learn :)

I have 2 trees. A Juniper which...",New to the forum!,7840
General,cleaner626,,0,"i make this topic so we can share some facts and ideas that we expereince and discover that deferent from what other people thought wrong.

Ok what i want to share is about the bogainvillea some...",myth buster,7543
General,MWid,MWid,25,"Hey guys :) . My bonsai club had an Easter show at Kirstenbosch botanical gardens and a group of 4 of us decided to do a live group planting of acacias. It went really well and was really fun.

We...",Acacia group planting,11.8k
General,Vnolan,hank,1,"Today, even sooner as i expected my &quot;first prize&quot;, Harry's magnificent book Bonsai Inspiration2 was delivered at my door. :cheer:
Easy to read, nice pictures and every subject easy to follow....",Bonsai inspirations 2,7485
General,snuffy,,4,"Did anyone experience problems with accessing bonsaiempire.com today?

We experienced some minor issues while doing an update yesterday, but immediately undid this and everything should be working?",Website offline for a while?,4491
General,manofthetrees,le_beetle,5,"Does anyone know or can help determine the value of the bonsai attached please?

Description: Inform upright juniper, over 50 years old.

All thoughts welcomed!

Thank you.",What is the value of a bonsai like this please?,4412
